Number of Records,Offense,Relationship,Suspect Age At Incident,Suspect Gender,Victim Age At Incident,Victim Gender,Weapon Type,Alcohol,Call Date/Time,Dcf Notified,Drug Related,Id,Incident Number,Mental Health Related,Offense Violation Type Id
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Other Family Member - OF,25,Male - M,30,Female - F,,1,3/3/2013 8:54:45 PM,,0,78330,13BU004830,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,43,Male - M,30,Female - F,,Yes,3/4/2013 11:16:28 PM,,0,78681,13BU004914,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,40,Male - M,49,Female - F,,,3/9/2013 5:41:00 PM,,0,80210,13BU005299,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,33,Male - M,33,Female - F,,,3/9/2013 7:56:44 PM,0,0,80254,13BU005309,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Friend - FR,32,Male - M,33,Female - F,,Yes,3/10/2013 12:42:52 AM,0,0,80348,13BU005347,0,2235
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Aquaintance - AQ,63,Male - M,21,Female - F,,,3/12/2013 8:14:21 PM,,0,81205,13BU005575,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Step-Child - SC,61,Male - M,21,Male - M,,Yes,3/16/2013 11:36:52 AM,0,0,82441,13BU005881,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Spouse - SE,32,Male - M,32,Female - F,,Yes,3/16/2013 8:15:22 PM,,0,82543,13BU005917,0,2235
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Spouse - SE,44,Male - M,41,Female - F,,Yes,3/17/2013 4:43:14 AM,,0,82659,13BU005961,0,2235
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,,,27,Female - F,,Yes,3/18/2013 7:26:58 PM,0,0,83206,13BU006123,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,27,Male - M,27,Female - F,,Yes,3/19/2013 4:25:52 AM,,0,83288,13BU006140,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,43,Male - M,41,Female - F,,,3/19/2013 9:48:42 PM,,0,83496,13BU006177,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,28,Female - F,45,Male - M,,,3/22/2013 11:59:47 PM,,0,84475,13BU006419,0,2235
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Other Family Member - OF,47,Male - M,35,Female - F,,Yes,3/23/2013 7:41:26 PM,,0,84661,13BU006476,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,50,Male - M,12,Male - M,,,3/23/2013 9:24:00 PM,1,0,84683,13BU006480,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,37,Male - M,31,Female - F,,Yes,3/23/2013 10:21:25 PM,,0,84697,13BU006485,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Step-Parent - SP,57,Male - M,60,Male - M,,Yes,3/30/2013 8:26:28 AM,,0,86956,13BU007039,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,,,40,Male - M,,Yes,4/3/2013 6:47:39 PM,0,0,88386,13BU007378,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,37,Male - M,35,Female - F,,,4/3/2013 6:52:43 PM,0,0,88440,13BU007379,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,37,Male - M,1,Female - F,,,4/3/2013 6:52:43 PM,0,0,88440,13BU007379,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,19,Male - M,19,Female - F,,,4/4/2013 2:13:35 PM,,0,88665,13BU007423,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,46,Male - M,30,Female - F,,Yes,4/6/2013 12:01:43 AM,0,0,89198,13BU007551,0,2234
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,52,Male - M,55,Female - F,,Yes,4/8/2013 10:19:33 PM,,0,90101,13BU007817,0,2235
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Other Family Member - OF,51,Male - M,45,Female - F,,1,4/11/2013 5:32:23 AM,,0,90843,13BU008013,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,27,Male - M,25,Male - M,,Yes,4/14/2013 1:19:57 AM,,0,91866,13BU008305,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,19,Female - F,44,Female - F,,Yes,4/15/2013 3:22:36 AM,0,0,92078,13BU008373,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,20,Female - F,29,Male - M,,Yes,4/17/2013 5:16:40 PM,0,0,92957,13BU008603,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,23,Male - M,21,Female - F,,Yes,4/17/2013 8:35:01 PM,0,0,93006,13BU008618,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,23,Male - M,23,Female - F,,,5/1/2013 10:04:55 PM,,0,97926,13BU010041,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,26,Male - M,21,Female - F,,Yes,5/8/2013 3:58:57 AM,0,0,100859,13BU010722,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,16,Male - M,31,Male - M,,,5/9/2013 10:03:29 PM,0,0,101761,13BU010906,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,25,Female - F,25,Male - M,,Yes,5/11/2013 11:44:00 PM,0,0,102781,13BU011211,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,25,Male - M,25,Female - F,,Yes,5/11/2013 11:44:00 PM,0,0,102844,13BU011211,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,38,Male - M,43,Female - F,,1,5/12/2013 12:23:21 PM,1,0,102931,13BU011247,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,36,Male - M,26,Female - F,,,5/14/2013 3:14:50 PM,,0,103770,13BU011432,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,36,Male - M,26,Female - F,,,5/14/2013 9:27:35 PM,,0,103947,13BU011489,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Other Family Member - OF,20,Male - M,21,Female - F,,,5/18/2013 11:17:47 AM,,0,105607,13BU011869,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,21,Male - M,,Yes,5/25/2013 2:51:30 AM,0,0,108819,13BU012545,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Ex-Spouse -XS,33,Male - M,32,Female - F,,,5/30/2013 9:50:07 PM,,0,111459,13BU013119,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,33,Male - M,24,Female - F,,Yes,6/4/2013 2:49:06 PM,0,0,113678,13BU013624,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,26,Male - M,19,Female - F,,Yes,6/4/2013 10:10:10 PM,0,0,113864,13BU013667,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,,,31,Female - F,,Yes,6/5/2013 7:09:35 PM,0,0,114360,13BU013772,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Ex-Spouse -XS,44,Male - M,39,Female - F,,Yes,6/6/2013 9:06:08 PM,0,0,115011,13BU013900,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Spouse - SE,47,Male - M,33,Female - F,,,6/7/2013 3:56:59 PM,,0,115261,13BU013963,0,2235
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,34,Male - M,31,Female - F,,Yes,6/8/2013 6:58:00 AM,0,0,115478,13BU014031,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,19,Male - M,20,Female - F,,Yes,6/10/2013 3:43:57 PM,0,0,116448,13BU014234,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,34,Male - M,37,Female - F,,1,6/14/2013 5:27:22 PM,1,0,118329,13BU014618,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,25,Male - M,22,Female - F,,1,6/15/2013 3:33:01 AM,,0,118456,13BU014684,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,44,Male - M,50,Female - F,,,6/17/2013 4:11:58 PM,,0,119405,13BU014908,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,,,20,Female - F,,Yes,6/18/2013 11:51:08 AM,0,0,119716,13BU014964,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,21,Male - M,25,Female - F,,1,6/20/2013 1:02:04 AM,0,0,120532,13BU015133,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,52,Female - F,55,Male - M,,1,6/20/2013 11:56:30 PM,0,0,121115,13BU015254,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,37,Male - M,33,Female - F,,1,6/21/2013 3:53:53 PM,,0,121436,13BU015318,0,2235
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,52,Male - M,63,Female - F,,Yes,6/25/2013 4:45:42 PM,0,0,123187,13BU015740,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,24,Male - M,20,Female - F,,1,6/27/2013 10:16:00 AM,,0,123941,13BU015916,1,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,20,Female - F,24,Male - M,,1,6/27/2013 10:16:00 AM,,0,124052,13BU015916,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,61,Male - M,46,Female - F,,,6/30/2013 3:25:05 PM,,0,125451,13BU016269,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,51,Male - M,51,Female - F,,1,7/2/2013 3:54:57 AM,0,0,126090,13BU016419,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,41,Female - F,25,Male - M,,,7/5/2013 8:38:18 AM,,0,127669,13BU016782,0,2233
1,Domestic Assault 13 VSA 1042 13B,Relationship Unknown - RU,43,Female - F,63,Female - F,,Yes,7/5/2013 6:43:02 PM,0,1,127937,13BU016839,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,37,Male - M,34,Female - F,,Yes,7/7/2013 3:28:25 PM,1,0,128677,13BU017020,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,43,Male - M,41,Female - F,,,7/8/2013 3:30:28 PM,,0,129469,13BU017121,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,24,Female - F,,Yes,7/10/2013 7:53:43 AM,0,1,129848,13BU017266,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,36,Male - M,26,Female - F,,,7/11/2013 10:10:18 PM,,0,130707,13BU017453,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,25,Male - M,27,Female - F,,,7/12/2013 12:41:06 PM,,0,130992,13BU017516,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Other Family Member - OF,28,Female - F,5,Male - M,,1,7/12/2013 11:33:06 PM,1,0,131353,13BU017585,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,28,Female - F,40,Male - M,,1,7/12/2013 11:33:06 PM,1,0,131354,13BU017585,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,,,21,Male - M,,Yes,7/13/2013 5:01:49 PM,0,0,131593,13BU017661,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Common-Law Spouse - CS,,,42,Male - M,,1,7/18/2013 8:29:03 PM,1,0,134081,13BU018195,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Parent - PA,22,Male - M,49,Female - F,,,7/20/2013 11:43:09 AM,,0,134920,13BU018378,1,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,32,Male - M,,1,7/22/2013 12:51:50 AM,0,0,135613,13BU018569,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Common-Law Spouse - CS,47,Male - M,33,Female - F,,1,7/22/2013 7:33:35 PM,1,0,135998,13BU018666,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,38,Male - M,32,Female - F,,,7/24/2013 3:28:13 PM,,0,136793,13BU018835,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,22,Female - F,1,Female - F,,,7/24/2013 5:43:50 PM,1,0,136857,13BU018857,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,47,Male - M,31,Female - F,,,7/26/2013 9:17:32 AM,1,0,137611,13BU019040,0,2235
1,Domestic Assault 13 VSA 1042 13B,Relationship Unknown - RU,31,Male - M,27,Female - F,,,7/26/2013 9:28:51 AM,,0,137617,13BU019042,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Friend - FR,32,Female - F,23,Female - F,,,7/26/2013 12:31:40 PM,,0,137699,13BU019056,1,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,21,Male - M,22,Female - F,,1,7/31/2013 3:32:03 AM,,0,139792,13BU019592,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Other Family Member - OF,20,Male - M,21,Female - F,,,8/1/2013 12:44:18 PM,,0,140471,13BU019741,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,26,Male - M,25,Female - F,,Yes,8/3/2013 12:39:30 AM,1,0,141303,13BU019907,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,48,Male - M,50,Female - F,,Yes,8/4/2013 5:16:22 PM,0,0,141987,13BU020077,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Ex-Spouse -XS,45,Female - F,45,Male - M,,Yes,8/6/2013 11:52:23 PM,0,0,142973,13BU020282,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Ex-Spouse -XS,,,26,Female - F,,1,8/7/2013 3:54:54 PM,0,0,143281,13BU020356,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,25,Male - M,23,Female - F,,,8/9/2013 6:46:38 PM,,0,144327,13BU020605,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,36,Male - M,26,Female - F,,Yes,8/12/2013 3:06:38 PM,0,0,145559,13BU020892,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,27,Female - F,44,Male - M,,,8/13/2013 2:57:20 PM,,0,145995,13BU021015,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,54,Male - M,51,Male - M,,Yes,8/13/2013 3:33:22 PM,0,0,146006,13BU021019,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,26,Male - M,26,Female - F,,Yes,8/15/2013 1:26:45 PM,0,0,150688,13BU021262,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,30,Male - M,28,Female - F,,,8/18/2013 3:41:35 PM,,0,148586,13BU021624,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,29,Male - M,21,Female - F,,Yes,8/19/2013 2:31:40 AM,0,0,148500,13BU021673,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,36,Male - M,42,Female - F,,,8/19/2013 1:11:23 PM,1,0,148698,13BU021705,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,37,Male - M,36,Female - F,,,8/23/2013 4:42:39 PM,,0,150892,13BU022151,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,50,Male - M,48,Female - F,,Yes,8/28/2013 2:17:46 PM,0,0,153333,13BU022664,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,47,Male - M,49,Male - M,,1,8/29/2013 5:41:22 PM,0,0,153960,13BU022782,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,50,Male - M,48,Female - F,,1,8/30/2013 1:54:00 PM,,0,154414,13BU022889,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,32,Male - M,13,Male - M,,Yes,9/3/2013 10:34:00 PM,1,0,141712,13BU020005,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,26,Male - M,23,Female - F,,1,9/5/2013 4:44:38 AM,,1,157286,13BU023508,1,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,50,Male - M,48,Female - F,,1,9/5/2013 12:19:34 PM,,0,157457,13BU023536,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,30,Male - M,23,Female - F,,1,9/8/2013 12:04:23 AM,0,0,158892,13BU023855,0,2234
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Ex-Spouse -XS,25,Male - M,25,Female - F,,1,9/11/2013 1:53:24 AM,0,0,160376,13BU024135,0,2235
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Ex-Spouse -XS,46,Male - M,46,Female - F,,1,9/11/2013 7:33:00 PM,,0,160798,13BU024218,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,42,Male - M,46,Female - F,,,9/13/2013 6:13:09 PM,,1,161939,13BU024448,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,53,Male - M,50,Female - F,,1,9/14/2013 4:58:27 PM,0,1,162377,13BU024561,0,2235
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Parent - PA,31,Male - M,25,Female - F,,1,9/15/2013 3:43:27 PM,0,0,162867,13BU024698,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Ex-Spouse -XS,41,Male - M,36,Female - F,,1,9/22/2013 1:44:08 AM,0,0,166409,13BU025458,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,43,Female - F,17,Female - F,,,9/22/2013 2:46:16 PM,,0,166622,13BU025488,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Friend - FR,19,Male - M,19,Male - M,,1,9/26/2013 2:26:58 PM,,0,168707,13BU025901,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,31,Female - F,36,Male - M,,1,9/27/2013 5:50:35 PM,0,1,169353,13BU026028,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,34,Male - M,36,Female - F,,,9/28/2013 6:11:50 PM,,0,169923,13BU026170,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,39,Male - M,32,Female - F,,1,9/28/2013 10:31:32 PM,,0,170077,13BU026188,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Grandparent - GP,15,Male - M,58,Female - F,,,9/30/2013 5:38:02 PM,1,0,170906,13BU026354,1,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Ex-Spouse -XS,29,Male - M,21,Female - F,,Yes,10/1/2013 1:58:08 AM,0,0,171059,13BU026386,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,16,Male - M,16,Female - F,,,10/4/2013 5:04:02 PM,,0,173090,13BU026793,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,16,Male - M,40,Female - F,,,10/4/2013 5:04:02 PM,,0,173347,13BU026793,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,16,Male - M,16,Female - F,,,10/4/2013 5:04:02 PM,,0,173347,13BU026793,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,57,Male - M,48,Female - F,,,10/6/2013 2:41:14 PM,,0,174038,13BU027028,0,2235
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,21,Male - M,19,Female - F,,,10/18/2013 12:55:00 PM,,0,180299,13BU028240,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,27,Male - M,18,Female - F,,,10/20/2013 12:58:37 PM,,0,181325,13BU028453,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,21,Female - F,,Yes,10/21/2013 8:09:33 AM,0,0,181596,13BU028506,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,21,Male - M,45,Female - F,,Yes,10/21/2013 9:20:10 PM,0,0,181994,13BU028588,1,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,55,Male - M,49,Female - F,,,10/23/2013 3:01:36 PM,,0,182902,13BU028747,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,47,Male - M,32,Female - F,,,10/25/2013 4:24:09 PM,,0,183994,13BU028941,0,2235
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,31,Male - M,27,Female - F,,1,10/25/2013 11:02:00 PM,0,0,184182,13BU028976,1,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Same Sex Relationship - HR,22,Male - M,27,Male - M,,,10/27/2013 12:10:34 PM,,0,184823,13BU029109,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,20,Male - M,20,Female - F,,1,10/29/2013 2:21:50 PM,,0,185742,13BU029254,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,20,Female - F,20,Male - M,,1,10/29/2013 2:21:50 PM,,0,185871,13BU029254,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,21,Male - M,21,Female - F,,Yes,10/29/2013 10:08:27 PM,0,0,185921,13BU029291,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,22,Male - M,,1,11/1/2013 1:03:43 AM,,0,186997,13BU029494,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Friend - FR,50,Male - M,46,Female - F,,1,11/2/2013 7:57:02 AM,,0,187791,13BU029665,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,55,Male - M,61,Female - F,,Yes,11/4/2013 9:49:38 AM,0,0,188627,13BU029850,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,,,27,Female - F,,,11/6/2013 10:50:00 PM,,0,189877,13BU030043,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Friend - FR,30,Male - M,69,Male - M,,1,11/8/2013 7:44:13 PM,0,0,190791,13BU030201,0,2235
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,55,Male - M,49,Female - F,,1,11/9/2013 10:35:01 PM,,0,191367,13BU030301,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Parent - PA,22,Male - M,49,Female - F,,,11/10/2013 6:37:31 AM,,0,191447,13BU030332,1,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,,,25,Male - M,,1,11/13/2013 4:36:51 AM,0,0,192649,13BU030545,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,,,38,Female - F,,Yes,11/13/2013 6:18:26 PM,0,0,193011,13BU030589,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,38,Female - F,,,,Yes,11/13/2013 6:18:26 PM,0,0,193011,13BU030589,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,47,Male - M,36,Female - F,,1,11/14/2013 8:07:27 AM,1,0,193493,13BU030607,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,,,27,Female - F,,,11/14/2013 10:31:22 AM,,0,193210,13BU030623,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,32,Male - M,8,Female - F,,,11/17/2013 11:42:58 PM,1,0,194860,13BU030956,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,,,27,Female - F,,,11/20/2013 5:33:53 PM,,0,196145,13BU031170,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,,,40,Female - F,,1,11/25/2013 7:28:52 PM,0,0,198458,13BU031560,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,29,Male - M,24,Female - F,,1,11/26/2013 9:49:17 PM,,0,198935,13BU031639,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Other Family Member - OF,29,Male - M,,,,1,12/3/2013 8:56:23 PM,0,0,201846,13BU032170,0,2235
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Parent - PA,29,Male - M,51,Male - M,,1,12/3/2013 8:56:23 PM,0,0,201846,13BU032170,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,,,29,Male - M,,1,12/3/2013 8:56:23 PM,0,0,201844,13BU032170,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,,,51,Male - M,,1,12/3/2013 8:56:23 PM,0,0,201844,13BU032170,0,2233
